Office,Office (Code),Origin,Field of technology,Year,Patent Count
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2015,9989.0
European Patent Office,EP,Total,2 - Audio-visual technology,2015,3914.0
European Patent Office,EP,Total,3 - Telecommunications,2015,3708.0
European Patent Office,EP,Total,4 - Digital communication,2015,10784.0
European Patent Office,EP,Total,5 - Basic communication processes,2015,947.0
European Patent Office,EP,Total,6 - Computer technology,2015,9268.0
European Patent Office,EP,Total,7 - IT methods for management,2015,1779.0
European Patent Office,EP,Total,8 - Semiconductors,2015,2802.0
European Patent Office,EP,Total,9 - Optics,2015,3102.0
European Patent Office,EP,Total,10 - Measurement,2015,6698.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2015,1357.0
European Patent Office,EP,Total,12 - Control,2015,2413.0
European Patent Office,EP,Total,13 - Medical technology,2015,9787.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2015,4063.0
European Patent Office,EP,Total,15 - Biotechnology,2015,3864.0
European Patent Office,EP,Total,16 - Pharmaceuticals,2015,5449.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2015,2719.0
European Patent Office,EP,Total,18 - Food chemistry,2015,1234.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2015,3820.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2015,2579.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2015,2001.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2015,261.0
European Patent Office,EP,Total,23 - Chemical engineering,2015,3248.0
European Patent Office,EP,Total,24 - Environmental technology,2015,1865.0
European Patent Office,EP,Total,25 - Handling,2015,3804.0
European Patent Office,EP,Total,26 - Machine tools,2015,3209.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2015,5683.0
European Patent Office,EP,Total,28 - Textile and paper machines,2015,2082.0
European Patent Office,EP,Total,29 - Other special machines,2015,4639.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2015,2464.0
European Patent Office,EP,Total,31 - Mechanical elements,2015,4644.0
European Patent Office,EP,Total,32 - Transport,2015,7309.0
European Patent Office,EP,Total,"33 - Furniture, games",2015,2572.0
European Patent Office,EP,Total,34 - Other consumer goods,2015,2932.0
European Patent Office,EP,Total,35 - Civil engineering,2015,4564.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2015,25622.0
United States of America,US,Total,2 - Audio-visual technology,2015,19133.0
United States of America,US,Total,3 - Telecommunications,2015,12566.0
United States of America,US,Total,4 - Digital communication,2015,33538.0
United States of America,US,Total,5 - Basic communication processes,2015,4627.0
United States of America,US,Total,6 - Computer technology,2015,56003.0
United States of America,US,Total,7 - IT methods for management,2015,11524.0
United States of America,US,Total,8 - Semiconductors,2015,21987.0
United States of America,US,Total,9 - Optics,2015,13281.0
United States of America,US,Total,10 - Measurement,2015,17205.0
United States of America,US,Total,11 - Analysis of biological materials,2015,3186.0
United States of America,US,Total,12 - Control,2015,8126.0
United States of America,US,Total,13 - Medical technology,2015,24720.0
United States of America,US,Total,14 - Organic fine chemistry,2015,7928.0
United States of America,US,Total,15 - Biotechnology,2015,9294.0
United States of America,US,Total,16 - Pharmaceuticals,2015,10877.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2015,3934.0
United States of America,US,Total,18 - Food chemistry,2015,2726.0
United States of America,US,Total,19 - Basic materials chemistry,2015,6901.0
United States of America,US,Total,"20 - Materials, metallurgy",2015,4092.0
United States of America,US,Total,"21 - Surface technology, coating",2015,5699.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2015,843.0
United States of America,US,Total,23 - Chemical engineering,2015,6525.0
United States of America,US,Total,24 - Environmental technology,2015,3600.0
United States of America,US,Total,25 - Handling,2015,7126.0
United States of America,US,Total,26 - Machine tools,2015,6466.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2015,9266.0
United States of America,US,Total,28 - Textile and paper machines,2015,4274.0
United States of America,US,Total,29 - Other special machines,2015,9591.0
United States of America,US,Total,30 - Thermal processes and apparatus,2015,3696.0
United States of America,US,Total,31 - Mechanical elements,2015,8960.0
United States of America,US,Total,32 - Transport,2015,14703.0
United States of America,US,Total,"33 - Furniture, games",2015,8680.0
United States of America,US,Total,34 - Other consumer goods,2015,6892.0
United States of America,US,Total,35 - Civil engineering,2015,9247.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2016,9926.0
European Patent Office,EP,Total,2 - Audio-visual technology,2016,4135.0
European Patent Office,EP,Total,3 - Telecommunications,2016,3663.0
European Patent Office,EP,Total,4 - Digital communication,2016,10639.0
European Patent Office,EP,Total,5 - Basic communication processes,2016,1015.0
European Patent Office,EP,Total,6 - Computer technology,2016,10326.0
European Patent Office,EP,Total,7 - IT methods for management,2016,1935.0
European Patent Office,EP,Total,8 - Semiconductors,2016,2821.0
European Patent Office,EP,Total,9 - Optics,2016,3197.0
European Patent Office,EP,Total,10 - Measurement,2016,6984.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2016,1414.0
European Patent Office,EP,Total,12 - Control,2016,2552.0
European Patent Office,EP,Total,13 - Medical technology,2016,11151.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2016,4151.0
European Patent Office,EP,Total,15 - Biotechnology,2016,4406.0
European Patent Office,EP,Total,16 - Pharmaceuticals,2016,6015.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2016,2736.0
European Patent Office,EP,Total,18 - Food chemistry,2016,1254.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2016,3700.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2016,2727.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2016,2146.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2016,238.0
European Patent Office,EP,Total,23 - Chemical engineering,2016,3307.0
European Patent Office,EP,Total,24 - Environmental technology,2016,1793.0
European Patent Office,EP,Total,25 - Handling,2016,4104.0
European Patent Office,EP,Total,26 - Machine tools,2016,3345.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2016,6292.0
European Patent Office,EP,Total,28 - Textile and paper machines,2016,2185.0
European Patent Office,EP,Total,29 - Other special machines,2016,5036.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2016,2579.0
European Patent Office,EP,Total,31 - Mechanical elements,2016,4817.0
European Patent Office,EP,Total,32 - Transport,2016,7851.0
European Patent Office,EP,Total,"33 - Furniture, games",2016,2813.0
European Patent Office,EP,Total,34 - Other consumer goods,2016,3129.0
European Patent Office,EP,Total,35 - Civil engineering,2016,4451.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2016,25284.0
United States of America,US,Total,2 - Audio-visual technology,2016,18088.0
United States of America,US,Total,3 - Telecommunications,2016,12438.0
United States of America,US,Total,4 - Digital communication,2016,34567.0
United States of America,US,Total,5 - Basic communication processes,2016,4682.0
United States of America,US,Total,6 - Computer technology,2016,55144.0
United States of America,US,Total,7 - IT methods for management,2016,9916.0
United States of America,US,Total,8 - Semiconductors,2016,21604.0
United States of America,US,Total,9 - Optics,2016,13551.0
United States of America,US,Total,10 - Measurement,2016,16907.0
United States of America,US,Total,11 - Analysis of biological materials,2016,3251.0
United States of America,US,Total,12 - Control,2016,8737.0
United States of America,US,Total,13 - Medical technology,2016,25997.0
United States of America,US,Total,14 - Organic fine chemistry,2016,7606.0
United States of America,US,Total,15 - Biotechnology,2016,9659.0
United States of America,US,Total,16 - Pharmaceuticals,2016,11431.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2016,3900.0
United States of America,US,Total,18 - Food chemistry,2016,2415.0
United States of America,US,Total,19 - Basic materials chemistry,2016,6766.0
United States of America,US,Total,"20 - Materials, metallurgy",2016,4160.0
United States of America,US,Total,"21 - Surface technology, coating",2016,5522.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2016,681.0
United States of America,US,Total,23 - Chemical engineering,2016,6588.0
United States of America,US,Total,24 - Environmental technology,2016,3560.0
United States of America,US,Total,25 - Handling,2016,7297.0
United States of America,US,Total,26 - Machine tools,2016,5963.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2016,9667.0
United States of America,US,Total,28 - Textile and paper machines,2016,4097.0
United States of America,US,Total,29 - Other special machines,2016,10235.0
United States of America,US,Total,30 - Thermal processes and apparatus,2016,3666.0
United States of America,US,Total,31 - Mechanical elements,2016,9208.0
United States of America,US,Total,32 - Transport,2016,15850.0
United States of America,US,Total,"33 - Furniture, games",2016,8647.0
United States of America,US,Total,34 - Other consumer goods,2016,6837.0
United States of America,US,Total,35 - Civil engineering,2016,9235.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2017,9760.0
European Patent Office,EP,Total,2 - Audio-visual technology,2017,4119.0
European Patent Office,EP,Total,3 - Telecommunications,2017,3719.0
European Patent Office,EP,Total,4 - Digital communication,2017,11235.0
European Patent Office,EP,Total,5 - Basic communication processes,2017,1085.0
European Patent Office,EP,Total,6 - Computer technology,2017,10405.0
European Patent Office,EP,Total,7 - IT methods for management,2017,2139.0
European Patent Office,EP,Total,8 - Semiconductors,2017,2967.0
European Patent Office,EP,Total,9 - Optics,2017,3441.0
European Patent Office,EP,Total,10 - Measurement,2017,7105.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2017,1457.0
European Patent Office,EP,Total,12 - Control,2017,2754.0
European Patent Office,EP,Total,13 - Medical technology,2017,11381.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2017,4198.0
European Patent Office,EP,Total,15 - Biotechnology,2017,4491.0
European Patent Office,EP,Total,16 - Pharmaceuticals,2017,6025.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2017,2920.0
European Patent Office,EP,Total,18 - Food chemistry,2017,1238.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2017,3890.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2017,2807.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2017,2110.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2017,257.0
European Patent Office,EP,Total,23 - Chemical engineering,2017,3287.0
European Patent Office,EP,Total,24 - Environmental technology,2017,1680.0
European Patent Office,EP,Total,25 - Handling,2017,4219.0
European Patent Office,EP,Total,26 - Machine tools,2017,3405.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2017,5388.0
European Patent Office,EP,Total,28 - Textile and paper machines,2017,2473.0
European Patent Office,EP,Total,29 - Other special machines,2017,5260.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2017,2494.0
European Patent Office,EP,Total,31 - Mechanical elements,2017,4790.0
European Patent Office,EP,Total,32 - Transport,2017,7881.0
European Patent Office,EP,Total,"33 - Furniture, games",2017,2837.0
European Patent Office,EP,Total,34 - Other consumer goods,2017,3424.0
European Patent Office,EP,Total,35 - Civil engineering,2017,4353.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2017,24726.0
United States of America,US,Total,2 - Audio-visual technology,2017,17011.0
United States of America,US,Total,3 - Telecommunications,2017,12463.0
United States of America,US,Total,4 - Digital communication,2017,33966.0
United States of America,US,Total,5 - Basic communication processes,2017,4514.0
United States of America,US,Total,6 - Computer technology,2017,54512.0
United States of America,US,Total,7 - IT methods for management,2017,9388.0
United States of America,US,Total,8 - Semiconductors,2017,21159.0
United States of America,US,Total,9 - Optics,2017,13212.0
United States of America,US,Total,10 - Measurement,2017,16663.0
United States of America,US,Total,11 - Analysis of biological materials,2017,3085.0
United States of America,US,Total,12 - Control,2017,9304.0
United States of America,US,Total,13 - Medical technology,2017,26194.0
United States of America,US,Total,14 - Organic fine chemistry,2017,7183.0
United States of America,US,Total,15 - Biotechnology,2017,9269.0
United States of America,US,Total,16 - Pharmaceuticals,2017,11208.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2017,3864.0
United States of America,US,Total,18 - Food chemistry,2017,2562.0
United States of America,US,Total,19 - Basic materials chemistry,2017,6433.0
United States of America,US,Total,"20 - Materials, metallurgy",2017,3955.0
United States of America,US,Total,"21 - Surface technology, coating",2017,5118.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2017,678.0
United States of America,US,Total,23 - Chemical engineering,2017,6402.0
United States of America,US,Total,24 - Environmental technology,2017,3510.0
United States of America,US,Total,25 - Handling,2017,7394.0
United States of America,US,Total,26 - Machine tools,2017,5919.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2017,8939.0
United States of America,US,Total,28 - Textile and paper machines,2017,4226.0
United States of America,US,Total,29 - Other special machines,2017,10445.0
United States of America,US,Total,30 - Thermal processes and apparatus,2017,3634.0
United States of America,US,Total,31 - Mechanical elements,2017,9108.0
United States of America,US,Total,32 - Transport,2017,16701.0
United States of America,US,Total,"33 - Furniture, games",2017,8929.0
United States of America,US,Total,34 - Other consumer goods,2017,7043.0
United States of America,US,Total,35 - Civil engineering,2017,8906.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2018,10164.0
European Patent Office,EP,Total,2 - Audio-visual technology,2018,4182.0
European Patent Office,EP,Total,3 - Telecommunications,2018,3889.0
European Patent Office,EP,Total,4 - Digital communication,2018,11426.0
European Patent Office,EP,Total,5 - Basic communication processes,2018,941.0
European Patent Office,EP,Total,6 - Computer technology,2018,10937.0
European Patent Office,EP,Total,7 - IT methods for management,2018,2138.0
European Patent Office,EP,Total,8 - Semiconductors,2018,3062.0
European Patent Office,EP,Total,9 - Optics,2018,3697.0
European Patent Office,EP,Total,10 - Measurement,2018,7581.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2018,1542.0
European Patent Office,EP,Total,12 - Control,2018,3109.0
European Patent Office,EP,Total,13 - Medical technology,2018,12052.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2018,4257.0
European Patent Office,EP,Total,15 - Biotechnology,2018,5023.0
European Patent Office,EP,Total,16 - Pharmaceuticals,2018,6607.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2018,2973.0
European Patent Office,EP,Total,18 - Food chemistry,2018,1356.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2018,3995.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2018,2807.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2018,2298.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2018,254.0
European Patent Office,EP,Total,23 - Chemical engineering,2018,3515.0
European Patent Office,EP,Total,24 - Environmental technology,2018,1755.0
European Patent Office,EP,Total,25 - Handling,2018,4555.0
European Patent Office,EP,Total,26 - Machine tools,2018,3419.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2018,5139.0
European Patent Office,EP,Total,28 - Textile and paper machines,2018,2467.0
European Patent Office,EP,Total,29 - Other special machines,2018,5767.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2018,2534.0
European Patent Office,EP,Total,31 - Mechanical elements,2018,4921.0
European Patent Office,EP,Total,32 - Transport,2018,8407.0
European Patent Office,EP,Total,"33 - Furniture, games",2018,2970.0
European Patent Office,EP,Total,34 - Other consumer goods,2018,3674.0
European Patent Office,EP,Total,35 - Civil engineering,2018,4399.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2018,24569.0
United States of America,US,Total,2 - Audio-visual technology,2018,16418.0
United States of America,US,Total,3 - Telecommunications,2018,11825.0
United States of America,US,Total,4 - Digital communication,2018,33088.0
United States of America,US,Total,5 - Basic communication processes,2018,4400.0
United States of America,US,Total,6 - Computer technology,2018,53672.0
United States of America,US,Total,7 - IT methods for management,2018,9756.0
United States of America,US,Total,8 - Semiconductors,2018,20375.0
United States of America,US,Total,9 - Optics,2018,13511.0
United States of America,US,Total,10 - Measurement,2018,17065.0
United States of America,US,Total,11 - Analysis of biological materials,2018,3141.0
United States of America,US,Total,12 - Control,2018,10064.0
United States of America,US,Total,13 - Medical technology,2018,26143.0
United States of America,US,Total,14 - Organic fine chemistry,2018,6890.0
United States of America,US,Total,15 - Biotechnology,2018,9305.0
United States of America,US,Total,16 - Pharmaceuticals,2018,11755.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2018,4060.0
United States of America,US,Total,18 - Food chemistry,2018,2586.0
United States of America,US,Total,19 - Basic materials chemistry,2018,6238.0
United States of America,US,Total,"20 - Materials, metallurgy",2018,4320.0
United States of America,US,Total,"21 - Surface technology, coating",2018,5159.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2018,709.0
United States of America,US,Total,23 - Chemical engineering,2018,6761.0
United States of America,US,Total,24 - Environmental technology,2018,3512.0
United States of America,US,Total,25 - Handling,2018,7843.0
United States of America,US,Total,26 - Machine tools,2018,6013.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2018,8988.0
United States of America,US,Total,28 - Textile and paper machines,2018,4228.0
United States of America,US,Total,29 - Other special machines,2018,10735.0
United States of America,US,Total,30 - Thermal processes and apparatus,2018,3674.0
United States of America,US,Total,31 - Mechanical elements,2018,9243.0
United States of America,US,Total,32 - Transport,2018,17915.0
United States of America,US,Total,"33 - Furniture, games",2018,8744.0
United States of America,US,Total,34 - Other consumer goods,2018,7234.0
United States of America,US,Total,35 - Civil engineering,2018,9133.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2019,10532.0
European Patent Office,EP,Total,2 - Audio-visual technology,2019,4362.0
European Patent Office,EP,Total,3 - Telecommunications,2019,4131.0
European Patent Office,EP,Total,4 - Digital communication,2019,12887.0
European Patent Office,EP,Total,5 - Basic communication processes,2019,1155.0
European Patent Office,EP,Total,6 - Computer technology,2019,11230.0
European Patent Office,EP,Total,7 - IT methods for management,2019,2383.0
European Patent Office,EP,Total,8 - Semiconductors,2019,3078.0
European Patent Office,EP,Total,9 - Optics,2019,3854.0
European Patent Office,EP,Total,10 - Measurement,2019,8244.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2019,1623.0
European Patent Office,EP,Total,12 - Control,2019,3421.0
European Patent Office,EP,Total,13 - Medical technology,2019,13103.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2019,4130.0
European Patent Office,EP,Total,15 - Biotechnology,2019,5351.0
European Patent Office,EP,Total,16 - Pharmaceuticals,2019,7006.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2019,3095.0
European Patent Office,EP,Total,18 - Food chemistry,2019,1382.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2019,3974.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2019,3067.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2019,2336.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2019,243.0
European Patent Office,EP,Total,23 - Chemical engineering,2019,3609.0
European Patent Office,EP,Total,24 - Environmental technology,2019,1764.0
European Patent Office,EP,Total,25 - Handling,2019,4726.0
European Patent Office,EP,Total,26 - Machine tools,2019,3563.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2019,5180.0
European Patent Office,EP,Total,28 - Textile and paper machines,2019,2536.0
European Patent Office,EP,Total,29 - Other special machines,2019,6045.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2019,2562.0
European Patent Office,EP,Total,31 - Mechanical elements,2019,4714.0
European Patent Office,EP,Total,32 - Transport,2019,8734.0
European Patent Office,EP,Total,"33 - Furniture, games",2019,2951.0
European Patent Office,EP,Total,34 - Other consumer goods,2019,3708.0
European Patent Office,EP,Total,35 - Civil engineering,2019,4528.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2019,25451.0
United States of America,US,Total,2 - Audio-visual technology,2019,17250.0
United States of America,US,Total,3 - Telecommunications,2019,11917.0
United States of America,US,Total,4 - Digital communication,2019,34980.0
United States of America,US,Total,5 - Basic communication processes,2019,4913.0
United States of America,US,Total,6 - Computer technology,2019,58924.0
United States of America,US,Total,7 - IT methods for management,2019,10709.0
United States of America,US,Total,8 - Semiconductors,2019,21486.0
United States of America,US,Total,9 - Optics,2019,14346.0
United States of America,US,Total,10 - Measurement,2019,18197.0
United States of America,US,Total,11 - Analysis of biological materials,2019,3071.0
United States of America,US,Total,12 - Control,2019,10968.0
United States of America,US,Total,13 - Medical technology,2019,29159.0
United States of America,US,Total,14 - Organic fine chemistry,2019,6921.0
United States of America,US,Total,15 - Biotechnology,2019,9969.0
United States of America,US,Total,16 - Pharmaceuticals,2019,12998.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2019,4004.0
United States of America,US,Total,18 - Food chemistry,2019,3195.0
United States of America,US,Total,19 - Basic materials chemistry,2019,6218.0
United States of America,US,Total,"20 - Materials, metallurgy",2019,4524.0
United States of America,US,Total,"21 - Surface technology, coating",2019,5107.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2019,662.0
United States of America,US,Total,23 - Chemical engineering,2019,6943.0
United States of America,US,Total,24 - Environmental technology,2019,3508.0
United States of America,US,Total,25 - Handling,2019,8139.0
United States of America,US,Total,26 - Machine tools,2019,6151.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2019,8235.0
United States of America,US,Total,28 - Textile and paper machines,2019,4194.0
United States of America,US,Total,29 - Other special machines,2019,11193.0
United States of America,US,Total,30 - Thermal processes and apparatus,2019,3922.0
United States of America,US,Total,31 - Mechanical elements,2019,9076.0
United States of America,US,Total,32 - Transport,2019,18859.0
United States of America,US,Total,"33 - Furniture, games",2019,8759.0
United States of America,US,Total,34 - Other consumer goods,2019,7375.0
United States of America,US,Total,35 - Civil engineering,2019,9405.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2020,11322.0
European Patent Office,EP,Total,2 - Audio-visual technology,2020,4687.0
European Patent Office,EP,Total,3 - Telecommunications,2020,4231.0
European Patent Office,EP,Total,4 - Digital communication,2020,14297.0
European Patent Office,EP,Total,5 - Basic communication processes,2020,1129.0
European Patent Office,EP,Total,6 - Computer technology,2020,12576.0
European Patent Office,EP,Total,7 - IT methods for management,2020,2497.0
European Patent Office,EP,Total,8 - Semiconductors,2020,3251.0
European Patent Office,EP,Total,9 - Optics,2020,4101.0
European Patent Office,EP,Total,10 - Measurement,2020,8432.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2020,1528.0
European Patent Office,EP,Total,12 - Control,2020,3586.0
European Patent Office,EP,Total,13 - Medical technology,2020,13829.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2020,4285.0
European Patent Office,EP,Total,15 - Biotechnology,2020,5741.0
European Patent Office,EP,Total,16 - Pharmaceuticals,2020,7476.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2020,3207.0
European Patent Office,EP,Total,18 - Food chemistry,2020,1387.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2020,3928.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2020,3072.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2020,2422.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2020,268.0
European Patent Office,EP,Total,23 - Chemical engineering,2020,3694.0
European Patent Office,EP,Total,24 - Environmental technology,2020,1800.0
European Patent Office,EP,Total,25 - Handling,2020,4794.0
European Patent Office,EP,Total,26 - Machine tools,2020,3522.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2020,4764.0
European Patent Office,EP,Total,28 - Textile and paper machines,2020,2534.0
European Patent Office,EP,Total,29 - Other special machines,2020,6133.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2020,2778.0
European Patent Office,EP,Total,31 - Mechanical elements,2020,4677.0
European Patent Office,EP,Total,32 - Transport,2020,9323.0
European Patent Office,EP,Total,"33 - Furniture, games",2020,3127.0
European Patent Office,EP,Total,34 - Other consumer goods,2020,4013.0
European Patent Office,EP,Total,35 - Civil engineering,2020,4593.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2020,26319.0
United States of America,US,Total,2 - Audio-visual technology,2020,18166.0
United States of America,US,Total,3 - Telecommunications,2020,12034.0
United States of America,US,Total,4 - Digital communication,2020,38395.0
United States of America,US,Total,5 - Basic communication processes,2020,5055.0
United States of America,US,Total,6 - Computer technology,2020,64279.0
United States of America,US,Total,7 - IT methods for management,2020,11014.0
United States of America,US,Total,8 - Semiconductors,2020,23593.0
United States of America,US,Total,9 - Optics,2020,14468.0
United States of America,US,Total,10 - Measurement,2020,18963.0
United States of America,US,Total,11 - Analysis of biological materials,2020,3085.0
United States of America,US,Total,12 - Control,2020,11017.0
United States of America,US,Total,13 - Medical technology,2020,30005.0
United States of America,US,Total,14 - Organic fine chemistry,2020,7366.0
United States of America,US,Total,15 - Biotechnology,2020,10232.0
United States of America,US,Total,16 - Pharmaceuticals,2020,13667.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2020,4463.0
United States of America,US,Total,18 - Food chemistry,2020,3219.0
United States of America,US,Total,19 - Basic materials chemistry,2020,6209.0
United States of America,US,Total,"20 - Materials, metallurgy",2020,4416.0
United States of America,US,Total,"21 - Surface technology, coating",2020,5093.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2020,655.0
United States of America,US,Total,23 - Chemical engineering,2020,7355.0
United States of America,US,Total,24 - Environmental technology,2020,3611.0
United States of America,US,Total,25 - Handling,2020,8420.0
United States of America,US,Total,26 - Machine tools,2020,5997.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2020,8438.0
United States of America,US,Total,28 - Textile and paper machines,2020,4354.0
United States of America,US,Total,29 - Other special machines,2020,11487.0
United States of America,US,Total,30 - Thermal processes and apparatus,2020,4037.0
United States of America,US,Total,31 - Mechanical elements,2020,8774.0
United States of America,US,Total,32 - Transport,2020,19545.0
United States of America,US,Total,"33 - Furniture, games",2020,8805.0
United States of America,US,Total,34 - Other consumer goods,2020,7460.0
United States of America,US,Total,35 - Civil engineering,2020,9386.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2021,11258.0
European Patent Office,EP,Total,2 - Audio-visual technology,2021,5141.0
European Patent Office,EP,Total,3 - Telecommunications,2021,4094.0
European Patent Office,EP,Total,4 - Digital communication,2021,14520.0
European Patent Office,EP,Total,5 - Basic communication processes,2021,1021.0
European Patent Office,EP,Total,6 - Computer technology,2021,13508.0
European Patent Office,EP,Total,7 - IT methods for management,2021,2450.0
European Patent Office,EP,Total,8 - Semiconductors,2021,3398.0
European Patent Office,EP,Total,9 - Optics,2021,3875.0
European Patent Office,EP,Total,10 - Measurement,2021,8387.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2021,1514.0
European Patent Office,EP,Total,12 - Control,2021,3505.0
European Patent Office,EP,Total,13 - Medical technology,2021,13685.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2021,4310.0
European Patent Office,EP,Total,15 - Biotechnology,2021,6043.0
European Patent Office,EP,Total,16 - Pharmaceuticals,2021,8010.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2021,3259.0
European Patent Office,EP,Total,18 - Food chemistry,2021,1474.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2021,3749.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2021,2998.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2021,2290.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2021,234.0
European Patent Office,EP,Total,23 - Chemical engineering,2021,3713.0
European Patent Office,EP,Total,24 - Environmental technology,2021,1721.0
European Patent Office,EP,Total,25 - Handling,2021,4653.0
European Patent Office,EP,Total,26 - Machine tools,2021,3490.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2021,4151.0
European Patent Office,EP,Total,28 - Textile and paper machines,2021,2180.0
European Patent Office,EP,Total,29 - Other special machines,2021,6015.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2021,2555.0
European Patent Office,EP,Total,31 - Mechanical elements,2021,4228.0
European Patent Office,EP,Total,32 - Transport,2021,8426.0
European Patent Office,EP,Total,"33 - Furniture, games",2021,3134.0
